source,target
Doctor Arce 45,Plaza de las Salesas
Fernando el Católico,Altamirano
Marqués de Vadillo,Villanueva
Santa Engracia 87,Glorieta de los Cuatro Caminos
Puente Praga,Casa Encendida
Puerta de Toledo,Plaza de Lavapiés
Conde de Casal,Puerta de Mariano de Cavia
Beata,Embajadores-Cáceres
Puerta de Madrid,Plaza de la Cebada
116b - Plaza de España B,Francos Rodríguez
Galileo,General Álvarez de Castro
Caramuel,Carlos Cambronero
Paseo de la Florida,Plaza de la Cebada
Embajadores 1,Delicias
María Francisca 1,Cartagena
Embajadores 1,Delicias
Castellana 42,Menéndez Pelayo
Antonio López,Plaza de la Cebada
Plaza de los Carros,Malasaña
Puerta del Ángel,Conde de Romanones
Santa Engracia 87,Estrecho
Santa María de la Cabeza,Metro Pirámides
Alcalá-Ventas,Alcántara
Embajada de Italia,General Álvarez de Castro
Jacinto Benavente,Ermita Santo
Colegio Arquitectos,Plaza de Lavapiés
Doctor Arce 45,Agustín de Betancourt
Paseo de la Esperanza,Segovia 45
Plaza de Juan Pujol,Colombia
Plaza de Felipe II,Cartagena
Colombia,Corazón de María
Santa Engracia 87,Estrecho
Jaime el Conquistador,Plaza de Nelson Mandela
Doctor Arce 45,Agustín de Betancourt
Embajada de Italia,General Álvarez de Castro
Castellana 42,Santa Engracia 127
Fernando el Católico,Columela
Santa Engracia 87,Santa Engracia 127
Prosperidad,Casa Encendida
Parque Santander,Santa Engracia 87
Doce de Octubre,Embajadores 1
Conde Peñalver,Manuel Silvela
Plaza de la Cebada,Santa María de la Cabeza
Metro Pirámides,Puente Praga
Plaza de los Carros,Santo Domingo
San Germán 57,Fernando el Católico
Conde Peñalver,Plaza de las Salesas
Paseo de la Esperanza,Jesús y María
Puerta del Ángel,Puerta de Toledo
Rubén Darío,Malasaña
General Pardiñas,Sevilla
Embajadores 1,Delicias
Puerta de Toledo,Puerta de Madrid
Serrano,Puerta de Granada
Orense 12,Estrecho
Ciudad Universitaria 1,Galileo
Ayala,Paseo de la Habana 42
Altamirano,Plaza de San Francisco
Entrada Matadero,San Delfín
Pedro Bosch,Sainz de Baranda
Marqués de Vadillo,Paseo de la Florida
Antonio López,San Delfín
Plaza de la Cebada,Carlos Cambronero
Rubén Darío,Segovia 45
Plaza de San Francisco,Jacometrezo
Plaza de Santa Ana,Segovia 45
Miguel Moya,Fernando el Católico
Plaza de la Cebada,Ermita Santo
Plaza de San Francisco,San Andrés
Santa Engracia 14,Glorieta de los Cuatro Caminos
Paseo Imperial,Embajadores-Cáceres
116b - Plaza de España B,Jesús y María
Puerta de Toledo,116a - Plaza de España A
Sevilla,Villanueva
Plaza de los Carros,Ferraz
Paseo de la Esperanza,Castellana 42
Conde de Romanones,Puerta del Ángel
Plaza de la Independencia,Puerta del Pacífico
Plaza de la Independencia,Plaza de Felipe II
Conde Duque,Mártires Concepcionistas
Plaza de la Independencia,Puerta del Doce de Octubre
Plaza de Lavapiés,Segovia 45
Quinta Fuente del Berro,Palacio de Deportes
Paseo de la Habana 63,Paseo de la Castellana con Raimundo Fernández
Plaza de San Francisco,Calle Mayor
Avenida Donostiarra,Corazón de María
Marqués de Vadillo,Puerta de Toledo
Plaza de Lavapiés,Plaza de los Carros
Plaza de San Francisco,Embajadores 1
Puerta de Toledo,116a - Plaza de España A
Francos Rodríguez,Orense 12
Pirámides,Plaza de Pedro Zerolo
Caramuel,Carretas
Plaza de San Francisco,Plaza de Lavapiés
Marqués de Vadillo,Plaza de los Carros
San Germán 57,Orense 12
Plaza de Nelson Mandela,Paseo de la Florida
Prosperidad,Colombia
Paseo de las Delicias,Plaza de la Cebada
Fuencarral,Glorieta de los Cuatro Caminos
Desengaño,Estrecho
Fernando el Católico,Doce de Octubre
Carlos Cambronero,Santa María de la Cabeza
Glorieta de los Cuatro Caminos,José Abascal
Delicias,Santa Isabel
Plaza del Cordón,Santa Isabel
Puerta de Toledo,Plaza de San Miguel
Santo Domingo,Barceló
Manuel Silvela,Rubén Darío
Plaza de la Cebada,Delicias
Plaza de la Independencia,Plaza de San Ildefonso
Legazpi,Sierra Toledana
Plaza de la Cebada,Guzmán el Bueno
Concordia,Ferraz
Parque Santander,Plaza de Juan Pujol
Glorieta de los Cuatro Caminos,Facultad Derecho
Puerta de Toledo,Plaza de la Cebada
Plaza de la Independencia,Plaza de Felipe II
Canal,Glorieta de los Cuatro Caminos
Caramuel,Santa Isabel
Glorieta de los Cuatro Caminos,Fuencarral
Junta Municipal Retiro,Santa Isabel
Ortega y Gasset 87,Avenida Donostiarra
Embajadores 2,Legazpi
Velázquez-Diego de León,Plaza de Juan Pujol
Villanueva,Quevedo
Alonso Martínez,Guzmán el Bueno
Sainz de Baranda,Mártires Concepcionistas
Jaime el Conquistador,Delicias
Santa María de la Cabeza,Santa Isabel
Hortaleza,Puente Praga
Augusto Figueroa,Plaza de Lavapiés
Plaza de la Independencia,Plaza de San Ildefonso
Santa Isabel,Entrada Matadero
Puerta de Toledo,Plaza Conde Suchil
Plaza de la Cebada,Glorieta de los Cuatro Caminos
Plaza de San Ildefonso,Plaza de la República Argentina
Conde de Romanones,Puerta del Ángel
Glorieta de los Cuatro Caminos,Santa Engracia 127
Plaza de la Cebada,Miguel Moya
Prosperidad,Fernando el Católico
San Quintín,Puerta del Ángel
Jaime el Conquistador,Paseo Imperial
Embajadores 2,Jaime el Conquistador
Plaza de Nelson Mandela,Plaza de Pedro Zerolo
Plaza de la Cebada,Paseo de la Esperanza
Junta Municipal Retiro,Jacinto Benavente
Plaza de Lavapiés,Jaime el Conquistador
General Martínez Campos,Bravo Murillo 44
Santa Isabel,Puerta del Ángel
Plaza de Lavapiés,Entrada Matadero
Doctor Fleming,Puerta de Madrid
Antonio López,Plaza de Nelson Mandela
Barceló,Quevedo
Desengaño,Estrecho
Segovia 45,Plaza de la Cebada
Ermita Santo,Paseo de la Esperanza
Segovia 45,Plaza de San Miguel
Glorieta de los Cuatro Caminos,Ortega y Gasset
Plaza de Lavapiés,Santa María de la Cabeza
Puente Praga,Plaza de la Cebada
Marqués de Vadillo,Embajadores 1
Plaza de la Cebada,San Delfín
Ibiza,Plaza de Pedro Zerolo
Prosperidad,Barceló
Prosperidad,Barceló
Parque Santander,Guzmán el Bueno
Plaza de la Cebada,Sevilla
Puerta de Toledo,Ronda de Atocha
Marqués de Vadillo,Paseo Imperial
Puerta de Madrid,Puerta de Granada
Museo Reina Sofía,Paseo de las Delicias
Segovia 45,Plaza de la Cebada
Rubén Darío,Plaza de San Ildefonso
Embajadores 2,Plaza de la Cebada
Príncipe de Vergara,Puerta del Ángel
Orense 12,Quevedo
Embajadores 191,Cibeles
Plaza de San Miguel,Plaza de Lavapiés
Puerta del Ángel,Plaza de la Cebada
116b - Plaza de España B,Marqués de Cubas
Puerta del Ángel,116b - Plaza de España B
Santa Engracia 87,Glorieta de los Cuatro Caminos
Plaza de Lavapiés,Serrano
Antonio Maura,Doce de Octubre
Méndez Álvaro,Conde de Romanones
Puente de Vallecas,Junta Municipal Retiro
Plaza de la Independencia,Plaza de Pedro Zerolo
Quinta Fuente del Berro,Quintana
Puente Praga,Embajadores 1
Manuel Silvela,Quevedo
Plaza de San Ildefonso,Plaza de la Cebada
Paseo de la Florida,Segovia 45
Santa Engracia 87,Glorieta de los Cuatro Caminos
María Francisca 1,Juan Bravo 50
Plaza de Felipe II,Plaza de los Astros
Plaza de San Ildefonso,General Martínez Campos
Plaza de Lavapiés,Puerta del Ángel
Colegio Arquitectos,Galileo
Metro Pirámides,Plaza de la Cebada
Plaza de Lavapiés,Plaza de Santa Ana
General Martínez Campos,Quevedo
Plaza de San Miguel,Santa Isabel
Marqués de Vadillo,Puente Praga
Bravo Murillo 44,Barceló
Paseo de la Esperanza,Paseo de la Florida
Plaza de Nelson Mandela,Augusto Figueroa
Fuencarral,Carlos Cambronero
Calle Mayor,Segovia 45
Prosperidad,General Álvarez de Castro
Paseo Imperial,Plaza de la Cebada
Fernando el Católico,Manuel Silvela
Santa Isabel,Santa Engracia 14
Paseo de la Esperanza,Jacinto Benavente
Entrada Matadero,Puerta de Toledo
Glorieta de los Cuatro Caminos,Colegio Arquitectos
Madrid Río-Yeserías,Plaza de la Cebada
San Delfín,Desengaño
Concordia,Embajadores 2
Estrecho,Quevedo
General Pardiñas,111b - Arcipreste de Hita B
Méndez Álvaro,Conde de Romanones
Puerta de Madrid,Cuesta de Moyano
Carlos Cambronero,Fernando el Católico
Entrada Matadero,Puerta de Toledo
Puerta de Madrid,Cuesta de Moyano
Fernando el Católico,Francos Rodríguez
Paseo de la Florida,Santa Isabel
Puerta del Ángel,Plaza de los Carros
Puerta del Ángel,Plaza de la Cebada
Velázquez-Diego de León,San Hermenegildo
San Quintín,Ribera de Curtidores
Orense 12,Metro Tetuán
Orense 36,Colegio Arquitectos
Chamartín,Pío XII
Plaza de las Salesas,Fuencarral
Bravo Murillo 44,San Hermenegildo
Avenida Bruselas,General Pardiñas
Embajadores 2,Legazpi
Puerta de Madrid,Plaza de Pedro Zerolo
Santa Engracia 87,Augusto Figueroa
Canal,Glorieta de los Cuatro Caminos
Jaime el Conquistador,Ayala
Paseo de la Florida,Caramuel
Paseo Imperial,Antonio López
Embajadores 2,Plaza de los Carros
Glorieta de los Cuatro Caminos,Manuel Silvela
Plaza de Nelson Mandela,116b - Plaza de España B
Embajada de Italia,Carlos Cambronero
San Bernardo,Fernando el Católico
Palos de la Frontera,Paseo Imperial
Glorieta de los Cuatro Caminos,General Álvarez de Castro
Orense 12,Santa Engracia 87
Pirámides,Beata
Espalter,Alcántara
Quevedo,Juan Bravo 50
Puerta de Toledo,Paseo Imperial
Francos Rodríguez,Santa Engracia 87
Puerta de Granada,Sierra Toledana
Santa Engracia 87,Augusto Figueroa
Marqués de Vadillo,Conde Duque
Marqués de Vadillo,Conde Duque
Paseo Imperial,Santo Domingo
Avenida Donostiarra,Juan Bravo 50
Ortega y Gasset,Avenida de los Toreros
Plaza de Lavapiés,Plaza de San Ildefonso
Puente de Vallecas,Pedro Bosch
Augusto Figueroa,Bravo Murillo 44
Plaza de Lavapiés,Santa Isabel
Segovia 45,Antonio López
Segovia 45,Entrada Matadero
San Hermenegildo,Plaza de Lavapiés
San Delfín,116b - Plaza de España B
Marqués de Corbera 52,Concordia
Plaza de Lavapiés,Plaza de San Ildefonso
Fernando el Católico,Fernando el Católico
Cea Bermúdez,Altamirano
Cuatro Caminos 2,Fernando el Católico
Cea Bermúdez,Altamirano
Hortaleza,Parque Santander
Fernando el Católico,Reina Victoria
Carlos Cambronero,Plaza de los Carros
Castellana 42,Santa Engracia 127
Caramuel,116b - Plaza de España B
Glorieta de los Cuatro Caminos,Barceló
Entrada Matadero,Palos de la Frontera
Entrada Matadero,Palos de la Frontera
Plaza de Lavapiés,Hortaleza
Plaza del Cordón,Santa Isabel
Cuatro Caminos 2,San Bernardo
Cuatro Caminos 2,San Bernardo
San Delfín,Museo Reina Sofía
Menéndez Pelayo,Plaza de la Independencia
Ortega y Gasset 87,Avenida Donostiarra
Plaza de la Cebada,Marqués de Vadillo
Facultad Biología,Galileo
San Germán 57,Santa Engracia 87
Mártires Concepcionistas,Augusto Figueroa
Fernando el Católico,Plaza de San Francisco
Mártires Concepcionistas,Augusto Figueroa
Junta Municipal Retiro,Plaza de Lavapiés
Legazpi,Ribera de Curtidores
Cibeles,Metro Pirámides
Paseo de la Esperanza,Marqués de Vadillo
San Bernardo,Plaza de Lavapiés
Hortaleza,Narváez
José Abascal,111b - Arcipreste de Hita B
Segovia 45,Plaza de Nelson Mandela
Ribera de Curtidores,Plaza de San Francisco
Legazpi,Ribera de Curtidores
Entrada Matadero,Paseo de la Esperanza
Castellana 164,Paseo de la Castellana con Raimundo Fernández
General Pardiñas,Manuel Silvela
Ermita Santo,Paseo de la Esperanza
Puerta del Ángel,San Vicente Ferrer
General Pardiñas,Prosperidad
Puente Praga,Casa Encendida
Ermita Santo,Santa Isabel
Paseo de la Florida,Plaza de la Cebada
Calle Mayor,Plaza de San Francisco
Puerta de Toledo,116a - Plaza de España A
Paseo de las Delicias,Paseo de la Esperanza
Puente Praga,Segovia 45
Castellana 164,Prosperidad
Santa Engracia 87,Rubén Darío
Sainz de Baranda,Plaza de Felipe II
Paseo de la Florida,Embajadores 2
Alonso Martínez,Quevedo
Avenida Donostiarra,Cartagena
Hortaleza,Glorieta de los Cuatro Caminos
Fernando el Católico,Columela
Plaza de San Miguel,Fernando el Católico
Marqués de Zafra,Miguel Moya
Doctor Arce 45,Agustín de Betancourt
Marqués de Zafra,Miguel Moya
Doctor Arce 45,Agustín de Betancourt
Beata,San Delfín
Embajadores 1,Embajadores 191
Santa Engracia 127,Alonso Martínez
Quevedo,Plaza de San Miguel
Paseo Imperial,Paseo de la Esperanza
Miguel Moya,Orense 12
Paseo de la Florida,Puerta del Ángel
Plaza de Felipe II,Plaza de los Astros
Bravo Murillo 44,Fernando el Católico
Ermita Santo,Embajadores 1
80a - Atocha A,Junta Municipal Retiro
Puente Praga,Plaza de Lavapiés
Paseo de la Florida,Puerta del Ángel
Plaza de la Cebada,Plaza de Pedro Zerolo
Estrecho,Barceló
Plaza de la Cebada,Ferraz
Entrada Matadero,Marqués de Vadillo
San Hermenegildo,Plaza de Lavapiés
Conde Duque,Plaza de Lavapiés
Guzmán el Bueno,Plaza de San Ildefonso
Entrada Matadero,Marqués de Vadillo
Plaza de la Cebada,Santa Isabel
Glorieta de los Cuatro Caminos,Plaza de San Ildefonso
Conde Duque,Plaza de la Cebada
Segovia 45,Casa Encendida
Galileo,Glorieta de los Cuatro Caminos
Camilo José Cela,Conde Peñalver
Ribera de Curtidores,San Hermenegildo
Colegio Arquitectos,Plaza de Lavapiés
Plaza de los Astros,Puerta del Pacífico
Batalla del Salado,Plaza de Nelson Mandela
Ribera de Curtidores,San Hermenegildo
Paseo Imperial,Paseo de la Esperanza
Puerta de Granada,Retiro-Ibiza
Glorieta de los Cuatro Caminos,Orense 12
Plaza de Lavapiés,Velázquez
Prosperidad,Alonso Martínez
Santa Engracia 127,Malasaña
Santa Engracia 87,Columela
Canal,Estrecho
Malasaña,Glorieta de los Cuatro Caminos
Juan Bravo 50,Manuel Silvela
Marqués de Vadillo,Puerta del Ángel
Paseo de la Esperanza,Castellana 42
Fernando el Católico,San Andrés
San Delfín,Paseo de las Delicias
José María Pereda,Mártires Concepcionistas
San Delfín,Paseo de las Delicias
Caramuel,Puerta del Ángel
José María Pereda,Mártires Concepcionistas
Guzmán el Bueno,Santa Engracia 127
Santa Engracia 127,Alonso Martínez
Niño Jesús,Plaza de Felipe II
Santo Domingo,Santa Isabel
116b - Plaza de España B,Fernando el Católico
Galileo,Colegio Arquitectos
Delicias,Palos de la Frontera
Santo Domingo,Barceló
Plaza de la Cebada,Manuel Silvela
Santa María de la Cabeza,Paseo de la Esperanza
Desengaño,Estrecho
Ermita Santo,Plaza de la Cebada
Barceló,Galileo
Marqués de Vadillo,Paseo Imperial
Paseo de la Florida,Puerta del Ángel
Paseo de la Florida,Puerta del Ángel
Quevedo,Colegio Arquitectos
Paseo de la Florida,Puerta del Ángel
Puerta de Toledo,Plaza de Lavapiés
Caramuel,Segovia 45
Embajadores 2,Entrada Matadero
Jaime el Conquistador,Plaza de Lavapiés
Plaza de las Salesas,Narváez
Plaza de la Cebada,Glorieta de los Cuatro Caminos
San Francisco de Sales,Quevedo
Glorieta de los Cuatro Caminos,José Abascal
Quinta Fuente del Berro,Quintana
Antonio López,Paseo Imperial
Santa María de la Cabeza,Plaza de la Cebada
Puerta de Madrid,Puerta del Ángel Caído
Beata,Embajadores-Cáceres
Antonio López,Paseo Imperial
Madrid Río-Yeserías,Paseo de la Florida
Pirámides,Plaza de la Cebada
Santa Engracia 127,Manuel Silvela
Paseo de Moret,Conde Duque
Plaza de la Independencia,Plaza de los Astros
Paseo de la Florida,Marqués de Vadillo
Paseo de Moret,Conde Duque
Concordia,Ferraz
Ermita Santo,Paseo de la Florida
Casa Encendida,Santa Isabel
Jacinto Benavente,Santa María de la Cabeza
Antonio López,Puerta del Ángel
Alonso Martínez,Museo Reina Sofía
Paseo de la Florida,Puerta del Ángel
Embajadores-Cáceres,Embajadores 2
Antonio López,Puerta del Ángel
Plaza de la Independencia,Puerta del Pacífico
Ribera de Curtidores,Santa Isabel
Entrada Matadero,Embajadores-Cáceres
Embajadores-Cáceres,Menéndez Pelayo
Fernando el Católico,San Bernardo
Segovia 45,Entrada Matadero
Ermita Santo,Paseo de la Florida
Príncipe de Vergara,Plaza de las Salesas
Malasaña,Orense 12
Segovia 45,Plaza de San Miguel
Augusto Figueroa,Parque Santander
Paseo de la Esperanza,Plaza de Lavapiés
San Germán 5,Orense 12
Casa Encendida,Marqués de Vadillo
Augusto Figueroa,Parque Santander
Marqués de Cubas,General Pardiñas
Paseo de la Esperanza,Puente Praga
Jaime el Conquistador,Plaza de Lavapiés
Embajadores 2,San Quintín
Puerta de Madrid,General Álvarez de Castro
Puerta de Toledo,Plaza Conde Suchil
Carlos Cambronero,Paseo de la Florida
Paseo de la Florida,Plaza de la Cebada
Entrada Matadero,Paseo de la Esperanza
Calle Mayor,Ribera de Curtidores
Plaza de la Independencia,Puerta del Pacífico
Puerta del Ángel Caído,Puerta de Madrid
Carlos Cambronero,Paseo de la Florida
Puerta de Madrid,Diego de león
Concordia,Marqués de la Ensenada
Plaza de la Cebada,Marqués de Vadillo
Santa Engracia 127,Glorieta de los Cuatro Caminos
Plaza del Cordón,Santa Isabel
Hortaleza,Serrano
Ribera de Curtidores,Embajadores-Cáceres
116b - Plaza de España B,Marqués de Cubas
Delicias,Velázquez-Diego de León
Cuesta de Moyano,Puerta del Doce de Octubre
Marqués de Vadillo,Plaza de la Cebada
Jaime el Conquistador,Santa Isabel
Puerta del Ángel Caído,Puerta del Doce de Octubre
Concordia,Embajadores 2
Estrecho,Canal
Galileo,San Bernardo
Batalla del Salado,Conde de Romanones
Batalla del Salado,Conde de Romanones
Guzmán el Bueno,San Quintín
Quevedo,Altamirano
San Quintín,Plaza de San Francisco
Santo Domingo,Santa Isabel
San Vicente Ferrer,Alonso Martínez
Puerta de Granada,Retiro-Ibiza
Paseo de la Florida,Plaza de la Cebada
Paseo de la Esperanza,Paseo de la Florida
Menéndez Pelayo,Plaza de la Independencia
Doce de Octubre,Santa Isabel
Plaza de San Francisco,Manuel Silvela
Plaza de Lavapiés,Puerta del Ángel
Galileo,Quevedo
Juan Bravo 50,Plaza de las Salesas
Juan Bravo 50,Plaza de las Salesas
Plaza de Lavapiés,Hortaleza
Plaza de Lavapiés,Serrano
Francos Rodríguez,Canal
Santa María de la Cabeza,Plaza de Nelson Mandela
Puerta del Ángel,Plaza de Pedro Zerolo
Avenida de América 2,Puerta de Madrid
Ermita Santo,Paseo de la Florida
Cuesta de Moyano,Puerta del Pacífico
Príncipe de Vergara,General Álvarez de Castro
Paseo de las Delicias,Santa Isabel
Paseo de las Delicias,Santa Isabel
Pedro Bosch,Santa Isabel
Conde Duque,Puerta de Madrid
Plaza de las Salesas,Serrano
Santa Isabel,Juan Bravo 50
Glorieta de los Cuatro Caminos,San Bernardo
Antonio López,Plaza de Lavapiés
Antonio López,Plaza de Lavapiés
Parque Roma,Plaza de la Cebada
Plaza de la Cebada,Augusto Figueroa
Marqués de Vadillo,Villanueva
Caramuel,Legazpi
Plaza de la Provincia,Hortaleza
Santa Engracia 87,Rubén Darío
Parque Roma,Príncipe de Vergara
Puerta del Pacífico,Plaza de la Independencia
Puerta de Madrid,Puerta del Pacífico
Plaza de la Cebada,Caramuel
Puerta de Madrid,Puerta del Pacífico
Plaza de la Cebada,Barceló
Paseo de la Florida,Plaza de la Cebada
Prosperidad,Augusto Figueroa
Madrid Río-Yeserías,Paseo de la Esperanza
San Hermenegildo,Agustín de Betancourt
Plaza de Lavapiés,Plaza de la Cebada
San Hermenegildo,Agustín de Betancourt
Santo Domingo,Malasaña
José María Pereda,Alcántara
Quevedo,Fernando el Católico
Puerta de Madrid,Puerta del Pacífico
Plaza de Lavapiés,Paseo de la Florida
Plaza de Lavapiés,Paseo de la Florida
Segovia 45,Puerta de Toledo
Fuencarral,Plaza de Santa Ana
General Pardiñas,Alonso Martínez
Junta Municipal Retiro,Plaza de la Cebada
Avenida Donostiarra,Juan Bravo 50
Santa Engracia 87,Guzmán el Bueno
Madrid Río-Yeserías,Marqués de Vadillo
Serrano,Desengaño
Serrano,Desengaño
Embajadores 2,San Vicente Ferrer
Paseo de la Esperanza,Entrada Matadero
Plaza de Lavapiés,Plaza de San Ildefonso
Plaza de la Cebada,Santa Isabel
Galileo,Estrecho
Fernando el Católico,San Bernardo
Plaza de la Independencia,Manuel Silvela
Paseo de las Delicias,Paseo de la Esperanza
Jacometrezo,Paseo de la Florida
Fernando el Católico,Guzmán el Bueno
Madrid Río-Yeserías,Entrada Matadero
San Germán 57,Puerta del Ángel
Guzmán el Bueno,Santo Domingo
Plaza del Cordón,Santa Isabel
